,state,city,song,artist,uris
1276,Illinois,Chicago,Maxwell Street Boogie,Rob Hoeke,spotify:track:55uWt26UoWWvZijAdYKBx7
1277,Illinois,Chicago,Maxwell Street Shuffle,– Barry Goldberg,spotify:track:3Lfwpf9JWf4wRT6FQU27RZ
1278,Illinois,Chicago,Mean Old Chicago,Bob Margolin,spotify:track:3pvCXsRsVTF4HlGv6QNkft
1279,Illinois,Chicago,Mecca Flat Blues,", 1924 – composer: Jimmy Blythe; lyricists: Jimmy Blythe & Priscilla Stewart",spotify:track:4792YzdAHpRAwLW1bh29dk
1280,Illinois,Chicago,Meet Me in Chicago,– Jimmy McPartland And Art Hodes,spotify:track:35sEYu9d2rT5BPLiOiMYob
1281,Illinois,Chicago,Meet Me in Chicago,"– Mat Kearney, Buddy Guy from Rhythm & Blues",spotify:track:35sEYu9d2rT5BPLiOiMYob
1282,Illinois,Chicago,MemphisChicago Blues,– Julio Finn Band (featuring Memphis Slim),error
1283,Illinois,Chicago,Mercy Me,– Alkaline Trio,spotify:track:2YrB3vM3H7TcXZ0rAq4X8Y
1284,Illinois,Chicago,Miss Chicago (The Great 'Pageant' Song),", 1921 – composer: Edmund Braham; lyricist: W.S. Greelish",error
1285,Illinois,Chicago,Mrs. O'Leary's Cow,– Brian Wilson,spotify:track:05KwnEHqrbcpo7K2ijaha9
1286,Illinois,Chicago,Muddy Waters (Little Walter/Lakeshore Theme/Willie D./Otis/Whisper From Theresa's/Walkin' Up Halsted),– Glen Hall & Gil Evans,error
1287,Illinois,Chicago,My Kind of Town,"– Frank Sinatra, 1964",spotify:track:1Ndmk7rEm1diQApsdYbr4w
1288,Illinois,Chicago,New West Side Stroll,Dave Specter,spotify:track:3DHmMOiuSVn2el6Sbu7r7L
1289,Illinois,Chicago,New York/Chicago,Mark Imperial,spotify:track:5GYAlLF5qOXIjr9uP9hNLu
1290,Illinois,Chicago,New York and Chicago,music  Albert Von Tilzer; lyrics  Junie McCree,spotify:track:22gBRxqxGeXoemlf2E2wkV
1291,Illinois,Chicago,New York To Chicago,Chub Jackson,spotify:track:2XP5GrfxJujS9En9dd7kro
1292,Illinois,Chicago,The Night Chicago Died,– Paper Lace (Billboard Hot 100 #1 hit in 1974),spotify:track:4f4RRYN3R7glPElFjeoUnC
1293,Illinois,Chicago,Night In Chicago,Reeds,spotify:track:33UiTC9Y9IHZ8NKcUiCfCa
1294,Illinois,Chicago,North to Chicago,– Hank Snow,spotify:track:6X0pcspuy3tyNga3hYbi97
1295,Illinois,Chicago,Northside Cadillac,James Cotton,spotify:track:6cbwU9D1iobGVb4t7jKiQo
1296,Illinois,Chicago,Northwest 222,– Harry Chapin,error
1297,Illinois,Chicago,Nothing Beats Chicago/Ocean is Different,– from the musical Marie Christine,spotify:track:0KU3PkzOuy3FQM68PJLAWC
1298,Illinois,Chicago,"Ode for the opening of the World's Fair. Held at Chicago, 1892",– composer: C. W. Chadwick; lyricist: Harriet Monroe,error
1299,Illinois,Chicago,Oh City of a Century,– composer: Eleanor Everest Freer,spotify:track:5ueOhBMioUtSv8dCMp5Eav
1300,Illinois,Chicago,"Oh, Yes! Oh, Yes! Oh, Yes! Oh, Yes! The Dancing Girls will give a Show before they Start for Chicago!",from Little Christopher Columbus,error
1301,Illinois,Chicago,"Oh You Chicago, Oh You New York",", 1910 – composer: Albert Von Tilzer; lyricists: Junie McCree & Sydney Rosenfeld",error
1302,Illinois,Chicago,The Oldest Living Groupie in Chicago,– Doug Ashdown,spotify:track:0jjsRkiutZLzFAMd354bXK
1303,Illinois,Chicago,On a Freezing Chicago Street,– Margot and the Nuclear So and So's,spotify:track:43EyoSLkfiKKF2sIWkan8B
1304,Illinois,Chicago,"On the Midway, or the Jolly Bum, Bum",", 1893 – composer & lyricist: Louis Ortenstein",error
1305,Illinois,Chicago,On the South Side of Chicago,– Freddy Cole,spotify:track:7vHmTINeNZL3cD15zVB1ka
1306,Illinois,Chicago,One Way Ride (To Chicago),– Lois Johnson,spotify:track:3C9ypmaDev2hgq8hnWJKim
1307,Illinois,Chicago,Only in Chicago,– Barry Manilow,spotify:track:64OV5Fd8vnjdRCv35Aip5u
1308,Illinois,Chicago,The Original Chicago Blues,", 1915 – composer: James White",spotify:track:03tX4adEVmLXjPaKaaWjG0
1309,Illinois,Chicago,Our Chicago,"(U of C), 1926 – composer & lyricist: Norman Reid",spotify:track:4HCEN8vvHPEWNgDOu9O6rR
1310,Illinois,Chicago,Palmah House Shuffle,"(Palmer House Hotel), 1903 – composer: Libbie Erickson",error
1311,Illinois,Chicago,Pantin' in the Panther Room,– Fats Waller,spotify:track:1d89GtnujC8AAW4GZI9K44
1312,Illinois,Chicago,The Payback,James Brown,spotify:track:5OcyX5eg7VrJuI833qOCUc
1313,Illinois,Chicago,Peace Frog,– The Doors,spotify:track:5piJiL6aRhvrKBa9YuEfS9
1314,Illinois,Chicago,Picketlines and Pepperspray,– Silent Film,error
1315,Illinois,Chicago,Prairie Song,– Billy Corgan,spotify:track:1LVHJZPxMpvPmqu24fo3HC
1316,Illinois,Chicago,Private Lawns,– Angus & Julia Stone,spotify:track:4JuQX3jLrdGxGvGLIsl379
1317,Illinois,Chicago,Pulaski at Night,– Andrew Bird,spotify:track:3v6NuKeDbFbaq1lNjw3XtR
1318,Illinois,Chicago,Pulaski Day,– Kidd Russell,spotify:track:45KRMiVwqQboswybB0qnTG
1319,Illinois,Chicago,Pump Room,The Friendly Indians,spotify:track:7wKyl7CXWa5dMT1y9QowL5
1320,Illinois,Chicago,Pump That Body,Mr. Lee,spotify:track:5EVS4exyRvaJBvsndDgB7g
1321,Illinois,Chicago,Pump Up Chicago,– Mr. Lee,spotify:track:1oaIFsfYgsG2XBq0hLTkvB
1322,Illinois,Chicago,Put the Blame on Mame,", 1946 – composers & lyricists: Allan Roberts, Doris Fisher",spotify:track:0fDLTwrxTIZp5FH7lkZmm2
1323,Illinois,Chicago,Randolph Street Rag,Chicago Rhythm Kings,error
1324,Illinois,Chicago,Real Good Girlfriend,– The Mountain Goats,spotify:track:7p9NV08TiArkqsdxmQIqlU
1325,Illinois,Chicago,Red Hot Chicago,"– Flying High, 1930; composers & lyricists: B.G. DeSylva, Lew Brown & Ray Henderson",spotify:track:3HVXxIk3sz9QX4aQgmsHUD
1326,Illinois,Chicago,Red Leaves of October,– Michael Peter Smith,error
1327,Illinois,Chicago,Relax With Chicago,KAlexi,spotify:track:6fcqBBz6vt9IXZ20forrdA
1328,Illinois,Chicago,"Richmond, Chicago, Mexico And Home",Sonny Miller And The Happy Valley Boys,spotify:track:4PfAC9zkOE5HOsAbmzG74N
1329,Illinois,Chicago,Ride My Face to Chicago,– Frank Zappa,spotify:track:0a5eqyPzwgoDIZPAf88wKy
1330,Illinois,Chicago,Ride To Stony Island,Stony Island Band (from Stony Island (film)),spotify:track:0MI2wwlF2m8pJXMHJgulmQ
1331,Illinois,Chicago,RockSkippin' at the Blue Note,– Duke Ellington,error
1332,Illinois,Chicago,Royal Garden Blues,(jazz standard),spotify:track:2YJyobBMQfIDxMZW1AxRNC
1333,Illinois,Chicago,The Rebirth,– Chapter 13,spotify:track:683ykGnyxWsfmp94uAups3
1334,Illinois,Chicago,Route 90,Clarence Garlow,spotify:track:3vbE0iqk9P94yopvJWl2YR
1335,Illinois,Chicago,The Runaway Train,Michael Holliday,spotify:track:2daBS2kSf2kNPG12F85c4Q
1336,Illinois,Chicago,San Francisco,– Alkaline Trio,spotify:track:0KL9AAHQythSFxCXGkH7di
1337,Illinois,Chicago,Saying Goode,– Every Avenue,spotify:track:4PqgB442TI25iz4G6d6BBD
1338,Illinois,Chicago,The Seer's Tower,– Sufjan Stevens,spotify:track:40dkVbHDhKjzRnlS2yzcdO
1339,Illinois,Chicago,She Shook Him in Chicago,– (Madame Sherry 1909) – composer: Karl L. Hoschna; lyricist: Otto Hauerbach,error
1340,Illinois,Chicago,She Was Hot,– Rolling Stones,spotify:track:7hUlZfirjFpQwzoE5GFwyL
1341,Illinois,Chicago,She Was in Chicago,– John Lee Hooker,spotify:track:5on84r8uCXuQSbLZRLnAqd
1342,Illinois,Chicago,She'd Never Leave Chicago,– McKendree Spring,error
1343,Illinois,Chicago,The Sheik of Chicago (Mustafa),", 1960 – adaptor & lyricist: Bob Merrill; recorded  the Four Lads and Archie Bleyer",error
1344,Illinois,Chicago,The (Shipped) Gold Standard,"– Fall Out Boy from Folie a Deux, 2008",spotify:track:26TpDCzZwjrYUZkua2X6HF
1345,Illinois,Chicago,Showtime in Chicago,– Joe Jackson,spotify:track:6CVzCDjLLsdhdeqbkNg7Tv
1346,Illinois,Chicago,ShyTown,– Gorillaz,spotify:track:6SxV9KyacEUTiuqSXA94Z8
1347,Illinois,Chicago,Sidewalks of Chicago,– Merle Haggard,spotify:track:0IFXFLkSkb0mn9Uo6WYvgd
1348,Illinois,Chicago,Silent Night/7 O' Clock News,– Simon & Garfunkel,spotify:track:0Va2A1oD5n0ezfvKqPOXaD
1349,Illinois,Chicago,Simple Man,Wale,spotify:track:6RKshMMNDU1du7WyvXhOzd
1350,Illinois,Chicago,Slow Down Chicago,– Canasta,spotify:track:3LpIwcrMgPEwW3pGRuHHGn
1351,Illinois,Chicago,Snakeheads,– The Mountain Goats,spotify:track:0Zwxy5qECZHU96WjUJPqrD
1352,Illinois,Chicago,So Long Toots,– Cherry Poppin' Daddies from Soul Caddy,spotify:track:3RhoznIC8YVXXIPSDaYfdg
1353,Illinois,Chicago,Something from Nothing,"– Foo Fighters, 2014",spotify:track:77ZeOAWdFCqRWkhyja5tU4
1354,Illinois,Chicago,Somewhere in Chicago,– Arnold McCuller,spotify:track:15klJgPQTeT7gcFMAELzeU
1355,Illinois,Chicago,Somewhere on Fullerton,– Allister,spotify:track:4HAWq1kBDMLSNq5UHWD7rH
1356,Illinois,Chicago,Sounds at the Archway,– Eddie Harris,spotify:track:1ozQ9NMdYefIEA1NdJm7oz
1357,Illinois,Chicago,Sounds of West Side Chicago,– Jimmy Dawkins & Hip Linkchain,error
1358,Illinois,Chicago,South Shore Drive,Bernard Allison,spotify:track:3Z35EOpYvz8vtXFlRt5cwl
1359,Illinois,Chicago,South Shore Drive,"Noble ""Thin Man"" Watts",spotify:track:3Z35EOpYvz8vtXFlRt5cwl
1360,Illinois,Chicago,South Side,"– Mo, featuring Gwen Stefani, 2001",spotify:track:5ifixZpz6rilPfj0kO4RQf
1361,Illinois,Chicago,South Side Irish,– Arranmore,spotify:track:35xCrdxM6jp1RgSsuvtS61
1362,Illinois,Chicago,South Side of Chicago,– Eddie Burns,spotify:track:4KXR6Mpot80WH0iWJykgP8
1363,Illinois,Chicago,South Side Shake,Dan Burley And His Skiffle Boys,spotify:track:42H4tlp8nP9gjHaUKikZLC
1364,Illinois,Chicago,South Union,– Lucky Boys Confusion,spotify:track:31He80jNyN3emfqSqmTUjz
1365,Illinois,Chicago,Southbound Ryan,– Dennis DeYoung,spotify:track:6a1pIRBIiNsrg8egA0V1IH
1366,Illinois,Chicago,Southside Boogie,Dick Hyman,spotify:track:0xVZtQAFywbwlD2EBr648g
1367,Illinois,Chicago,Southside Boogie,James Cotton,spotify:track:4Eo1C8DZSeDnpiVIUO4PL4
1368,Illinois,Chicago,Southside Chicago Waltz,– Black 47,spotify:track:6Oey803Ye6QaOo4PkBgJmk
1369,Illinois,Chicago,Southside Chicago,– Otis Brown & The Delights,spotify:track:2kdW74hWl4csLzEptAB279
1370,Illinois,Chicago,Southside Hop,Left Hand Frank,spotify:track:7KEo7H9cWzkEMdFC4K4sdC
1371,Illinois,Chicago,Southside Mojo,– JaGoFF,spotify:track:4XNlTjccgzhXvCuZz4Uk1z
1372,Illinois,Chicago,Southside Shuffle,– Art Hodes,spotify:track:06tgtfZfvgLdzAjmaMH1si
1373,Illinois,Chicago,Southside Stomp,Ronnie Earl & the Broadcasters,spotify:track:3XZky6pNWTtGr7uVpFQHkC
1374,Illinois,Chicago,Southside Stuff,– Jimmy Yancey,spotify:track:0Fs1F6OIgVCy39ZLxKXZYI
1375,Illinois,Chicago,South Side To Riverside,Lurrie Bell,spotify:track:0cmspFFfeur88m0AdPLo1E
1376,Illinois,Chicago,Southside,"– Common, featuring Kanye West, from Finding Forever, 2007",spotify:track:5lf3ajySox32qFvGEf2TFM
1377,Illinois,Chicago,Star Witness,– Neko Case,spotify:track:17fWdcSAhLc6559youmLap
1378,Illinois,Chicago,Startin' for Chicago,– Tracy Nelson,spotify:track:4opHBSJ3hLgG4Nk1QzTp76
1379,Illinois,Chicago,State Street Blues,– Synco Jazz Band (featuring Joseph Samuels),spotify:track:3Ilx8RyxUEU7YAaw9Z2bcX
1380,Illinois,Chicago,State Street Jive,– Cow Cow Davenport,spotify:track:6bpdnyRmd8QapAm2EzGcEl
1381,Illinois,Chicago,State Street,Peter Gallway,spotify:track:672P3lRWxKuP7RhLIAzzUM
1382,Illinois,Chicago,State Street,– Sonny Knight,spotify:track:672P3lRWxKuP7RhLIAzzUM
1383,Illinois,Chicago,State Street,– Sun Ra,spotify:track:35I8tUKEVeN3FGYPZxt6zv
1384,Illinois,Chicago,State Street Samba,– Cook County,spotify:track:7cMFXAq8zQuxK8w6iUZlX1
1385,Illinois,Chicago,State Street Special,Johnny Parker (jazz pianist),spotify:track:0OBLvOliqMU4UfJinGR59b
1386,Illinois,Chicago,State Street Sweet,Gerald Wilson Orchestra,spotify:track:5HOuL2beHhfN3hYtsYeCGZ
1387,Illinois,Chicago,State Street Tomorrow – Theme Song,", 1930 – composers: Carelton Col & Maurice Wetzel from the Radio Station KYW staff",error
1388,Illinois,Chicago,Stay Chi,– Juice,spotify:track:0SOvmkViJwJh8eILXDi2un
1389,Illinois,Chicago,Stell–,– Frode Gjerstad Trio With Steve Swell,spotify:track:4gwltSjdrzKtKz9dlk2Wja
1390,Illinois,Chicago,Stock Yards Strut,Freddie Keppard,spotify:track:5O7xHPPhdMtwEsOpn1cvu7
1391,Illinois,Chicago,Stony Island Band,Stony Island Band (from Stony Island (film)),spotify:track:0xA3cLTFDxUuqVDZqrPBhl
1392,Illinois,Chicago,StratfordonGuy,"– Liz Phair, 1993",spotify:track:0Vuw6rGX9cO4he9nEAO6Ft
1393,Illinois,Chicago,Streamline Train,The Vipers Skiffle Group,spotify:track:66KITb4s3nye3AFLP8Ai9U
1394,Illinois,Chicago,Strings Of Chicago,Lidell Townsell,spotify:track:6GqDcnIqSxv2a6jqvkrv2e
1395,Illinois,Chicago,Stuck in Chicago,– Cate Brothers,spotify:track:3JA6vUN4cZVZvpYxOnojCE
1396,Illinois,Chicago,Sunshine in Chicago,– Sun Kil Moon,spotify:track:1mJERBiUJQNXfmoorupyc4
1397,Illinois,Chicago,Super Bowl Shuffle,"– Chicago Bears Shufflin' Crew, the 1985 Chicago Bears champions",spotify:track:792W1epAUrixEzOgHchg7I
1398,Illinois,Chicago,Super Fade,"Fall Out Boy from ""Lake Effect Kid EP"", 2018",spotify:track:153bWE38AAzOWZFq976pw0
1399,Illinois,Chicago,Sweet Chicago,– The Original Caste,spotify:track:1eMWxSLN7rDSDSrvKSj8gS
1400,Illinois,Chicago,Sweet Home Chicago,", 1937 – composer: Robert Johnson; lyricists: Robert Johnson & Roosevelt Sykes, Blues Brothers",spotify:track:5DjnapHOsR30xp0MJaj4u9
1401,Illinois,Chicago,Sweet Spots,– The Fiery Furnaces,spotify:track:5FPFsXdqhXEF24dRp0zoks
1402,Illinois,Chicago,Swing Life Away,"– Rise Against from Siren Song of the Counter Culture, 2005",spotify:track:6GrrkiCRO3HYdgRpO4eKEL
1403,Illinois,Chicago,Switchboard,– Kid Sister,spotify:track:2zig85o7jNJ5YJyL2LzDFb
1404,Illinois,Chicago,Take Me Back to Chicago,", 1985 – title track on Take Me Back to Chicago  Chicago",spotify:track:0Nbb3kkURF5Tu7ePLdS4fO
1405,Illinois,Chicago,Take the Time,", 1993 – Waiting for the Night  the Freddy Jones Band",spotify:track:0t8JoPmxcwsWXWcsflNKxk
1406,Illinois,Chicago,Talkin' Baseball (Baseball And The Cubs),– Terry Cashman,error
1407,Illinois,Chicago,Taste of Chicago,– Albert Washington,spotify:track:1RF4zElho4uGLHRM7LtuIa
1408,Illinois,Chicago,That's That,", 2006 – Snoop Dogg featuring R. Kelly",spotify:track:3ZWc3Bm8eUMRRJhSWKHHeV
1409,Illinois,Chicago,There's No Lights On The Christmas Tree Mother They're Burning Big Louis Tonight,– Alex Harvey,error
1410,Illinois,Chicago,This City,", 2011 – Patrick Stump featuring Lupe Fiasco from Soul Punk",spotify:track:3H3r2nKWa3Yk5gt8xgmsEt
1411,Illinois,Chicago,Ticket to Chicago,– Terry Garthwaite (once of Joy of Cooking),spotify:track:7xff4d2PFUbImWTdgoMRTz
1412,Illinois,Chicago,To Chicago With Love,– Lois Johnson,spotify:track:1gj0fxoVHPIyW2FyEcFKsb
1413,Illinois,Chicago,Together Forever (Krush Groove 4),– RunDMC,spotify:track:2fmG403dBQWNYY5P6NsMZM
1414,Illinois,Chicago,"Tonight, Tonight",", 1996 – The Smashing Pumpkins",spotify:track:5qifyssVIyybKGIoyYPmKz
1415,Illinois,Chicago,Tonight Will Last Forever,", 2005 – Photographs  Mest",spotify:track:1YkE2fOCVZwy2TghDQDpNO
1416,Illinois,Chicago,The Torture Doctor,", 2013 – Alkaline Trio",spotify:track:6sEggmTY2zxpmni8QdCYQp
1417,Illinois,Chicago,Train to Chicago,– Mike Doughty,spotify:track:6RdKaWbmbm5axI5rwv3pQS
1418,Illinois,Chicago,The Trianon March,", 1934 – dedicated to the Chicago Association of Dancing Masters; composer: R. Alexander Campbell",spotify:track:0xLlenLkeGSH9SyopqOmoC
1419,Illinois,Chicago,True Enough,", 2009 – Everything's Easy  Girlyman",spotify:track:5ym7kdM9mqOx1l1x9IE4Ln
1420,Illinois,Chicago,Turn It Up Again,– Conway Brothers,spotify:track:5L16vkM2PAMoIBKbJpzCEM
1421,Illinois,Chicago,Twilight Serenade,", 2005 – Another Ghost  Jason Myles Goss",spotify:track:7lcs73ygtYF7k4l89rh64u
1422,Illinois,Chicago,Two Words,", 2004 – Kanye West featuring Mos Def, Freeway, and the Boys Choir of Harlem, from The College Dropout",spotify:track:62wtttQzoIA9HnNmGVd9Yq
1423,Illinois,Chicago,The University Quickstep,", 1865 – inscribed to the President and Friends of the Chicago University; composer: E. M. Shaw",error
1424,Illinois,Chicago,Vacation in Chicago,– Cold War Kids,spotify:track:1ZOHebkPHup4IhRs1A35Yr
1425,Illinois,Chicago,Vernon Park,Lil' Mark,spotify:track:3aCbcPiEcXOASJA4nyc0Qm
1426,Illinois,Chicago,Via Chicago,", 1999 – Summerteeth  Wilco",spotify:track:58nPDufBVhMa2bT8G59CzS
1427,Illinois,Chicago,The Viking March – Captain Andersen's Viking Ship from Norway to the World's Fair,", 1893 – composer: H. C. Verner",error
1428,Illinois,Chicago,Wacker Drive,– Wazmo Nariz,spotify:track:7DMfKBGWpEgchXqDH1vDl3
1429,Illinois,Chicago,Wailin' at the Trianon,– Lionel Hampton,error
1430,Illinois,Chicago,We Ride,", 1998 – R.  R. Kelly, featuring JayZ",spotify:track:0EIsxWGPSte4cAHZw5aXr4
1431,Illinois,Chicago,We're All Crazy in Chicago,", 1986 – Jonathon Brandmeier",error
1432,Illinois,Chicago,We're Gonna Go to Chicago,– from the musical Marie Christine,spotify:track:601UNdq08RXm3WsZGVhgqD
1433,Illinois,Chicago,Welcome 2 Chicago,", 2001 – Abstract Mindstate featuring Kanye West",spotify:track:4zgTI0e8YRXLelOGqOXUik
1434,Illinois,Chicago,Welcome to Chicago,Gene Farris (British chart hit in 2003),spotify:track:4zgTI0e8YRXLelOGqOXUik
1435,Illinois,Chicago,Welcome to Chicago,"– Kill Hannah from Wake Up the Sleepers, 2009",spotify:track:4zgTI0e8YRXLelOGqOXUik
1436,Illinois,Chicago,Wes Cide Bluze,– Jimmy Dawkins,spotify:track:1vUVk0N4DOKERYoCoUWr5v
1437,Illinois,Chicago,Wes Cide Rock,– Jimmy Dawkins,spotify:track:7k5AV9rlxwytOQszIHGNyl
1438,Illinois,Chicago,West Side Ba,Fenton Robinson,spotify:track:3v63M95pBi7wgYb7i9Zy84
1439,Illinois,Chicago,West Side Bossman,"Otis Grand, Anson Funderburgh, Debbie Davies",spotify:track:40v0Kb7KbQhVA04ec7BKNi
1440,Illinois,Chicago,West Side Shuffle,– Ronnie Earl & Duke Robillard,spotify:track:2Obv5N8G897S8AwS7mDriw
1441,Illinois,Chicago,West Side Woman,Lurrie Bell,spotify:track:1R8RdQaqEb2VRJ7ePVEWsL
1442,Illinois,Chicago,Weston's March to Chicago,", 1867 – composer: Edward Mack; publisher: S. Brainard & Sons, Cleveland[3]",error
1443,Illinois,Chicago,Wheels aRolling,", 1948 – official song of the Chicago Railroad Fair; composer: Helen Purcell Maxwell; lyricist: Philip Maxwell",error
1444,Illinois,Chicago,When the Levee Breaks,", 1929 – composers & lyricists: Kansas Joe McCoy and Memphis Minnie; reworked  Led Zeppelin in 1971",spotify:track:05f8Hg3RSfiPSCBQOtxl3i
1445,Illinois,Chicago,When the Wind Blows in Chicago,"– writers: Scott Turner, Audie Murphy; performed  both Roy Clark and Bob Bare in 1964, and Eddy Arnold in 1970",spotify:track:58pbmVKowDg43OLDZTeoLD
1446,Illinois,Chicago,When You Meet a Man in Chicago,– from Sugar,spotify:track:3DVO9y6S0LWdaUFk3CztTp
1447,Illinois,Chicago,White Sox Stomp,– Jimmy Yancey,spotify:track:2nH3Y1Is0Wa7Nn7NJKPzwS
1448,Illinois,Chicago,Windy City Blues,Ernie Hawks And The Soul Investigators,spotify:track:70VE2UvwImXHAgGsfua9Wo
1449,Illinois,Chicago,Windy City Blues,– Mike Westbrook,spotify:track:70VE2UvwImXHAgGsfua9Wo
1450,Illinois,Chicago,Windy City Boogie Woogie,", c. 1941–1943 – Nat King Cole[4]",error
1451,Illinois,Chicago,Windy City Boogie,", c. 1950–1954 – J. T. Brown",spotify:track:5twZGs2QJCRGpMGrcSfVyt
1452,Illinois,Chicago,Windy City Hop,– Slim Gaillard,spotify:track:1MnGPHg1dVkASwXKbNWmHW
1453,Illinois,Chicago,Windy City Soul,Jerry Butler,spotify:track:2KbuFD69StnjIf5POw1UHZ
1454,Illinois,Chicago,Windy City,– JackTronic,spotify:track:76ZYYE3ypyH08XhRUC5Syv
1455,Illinois,Chicago,Windy City,– Jackie McLean,spotify:track:76ZYYE3ypyH08XhRUC5Syv
1456,Illinois,Chicago,Windy City,– Phish,spotify:track:76ZYYE3ypyH08XhRUC5Syv
1457,Illinois,Chicago,Windy City,– Rodney Franklin,spotify:track:4pRqp2OOPYcS4G0EHotKVC
1458,Illinois,Chicago,Windy City,– The Sweet,spotify:track:1p2KTDYya2U6HgJfs6Ty4a
1459,Illinois,Chicago,Windy City,– from Windy City,spotify:track:6g6IumW57HO2qaxZ2mt8Vo
1460,Illinois,Chicago,Windy City Blues,Ernie Hawks & The Soul Investigators,spotify:track:70VE2UvwImXHAgGsfua9Wo
1461,Illinois,Chicago,Windy City Stomp,Rob Hoeke,spotify:track:3MliBxlM6HbuLC9PUyt1kX
1462,Illinois,Chicago,WineO From Chicago,Howard Crockett,error
1463,Illinois,Chicago,Winter in Chicago,", 2012 – Toil  Flatfoot 56",spotify:track:50YLvKXdOFZItUCcmJxSTf
1464,Illinois,Chicago,The Woman Downstairs,", 1998 – Through the Trees  The Handsome Family",spotify:track:3RV21Ht7uFkoLwfvyZ3XFg
1465,Illinois,Chicago,Woman in Chicago,– Jim Post,spotify:track:613IMoqeB0yxuZEcAGssCw
1466,Illinois,Chicago,World's Columbian Exposition Waltz,", 1893 – composer: Adelaide Marcelia Gluck",spotify:track:5MPAffb2l2JHFb7t1WVIo7
1467,Illinois,Chicago,The World's Fair or A Voyage to Chicago,", 1893 – composer & lyricist: Leonard Gautier",error
1468,Illinois,Chicago,Yes Chicago Is... (Suite),Gerald Wilson Orchestra,error
1469,Illinois,Chicago,You Haven't Seen The U.S.A. Until You've Seen Chicago!,Dick Marx Orchestra,error
1470,Illinois,Chicago,You Wake Up in the Morning in Chicago,", 1915 – composer: Harry Carroll; lyricists: Ballard MacDonald and Coleman Goetz[5]",error
1471,Illinois,Chicago,You'll Find 'Em in Chicago,"(from The Yankee Regent), 1905 – composer: Ben M. Jerome; lyricists: Chas S. Adelman and I. L. Blumenstock",error
1472,Illinois,Chicago,You're Dead,", 2001 – From Here to Infirmary  Alkaline Trio",spotify:track:72T5smavl9ONfOwI0gHf1A
1473,Illinois,Chicago,Zelda,", 2007 – Isn't This Supposed to Be Fun!?  Farewell",spotify:track:3dQR7lwVcVvRBzrR03ELzd
1474,Illinois,Chicago,All the Way,", 2008 – Eddie Vedder",spotify:track:2AYTGaclgKXACh13nJRVcV
